Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[657]    0.0    0.00    0.00       6         std::remove_reference<unsigned int**&>::type&& std::move<unsigned int**&>(unsigned int**&) [657]
-----------------------------------------------
                0.00    0.00       6/6           std::enable_if<std::__and_<std::is_move_constructible<unsigned long>, std::is_move_assignable<unsigned long> >::value, void>::type std::swap<unsigned long>(unsigned long&, unsigned long&) [950]
[658]    0.0    0.00    0.00       6         std::remove_reference<unsigned long&>::type&& std::move<unsigned long&>(unsigned long&) [658]
-----------------------------------------------
                0.00    0.00       2/6           std::__detail::_Hash_node<std::pair<std::type_index const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<std::type_index&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::type_index&&>&&, std::tuple<>&&) [80]
                0.00    0.00       2/6           void std::allocator_traits<std::allocator<std::pair<std::type_index const, int> > >::construct<std::pair<std::type_index const, int>, std::piecewise_construct_t const&, std::tuple<std::type_index&&>, std::tuple<> >(std::allocator<std::pair<std::type_index const, int> >&, std::pair<std::type_index const, int>*, std::piecewise_construct_t const&, std::tuple<std::type_index&&>&&, std::tuple<>&&) [898]
                0.00    0.00       2/6           void __gnu_cxx::new_allocator<std::pair<std::type_index const, int> >::construct<std::pair<std::type_index const, int>, std::piecewise_construct_t const&, std::tuple<std::type_index&&>, std::tuple<> >(std::pair<std::type_index const, int>*, std::piecewise_construct_t const&, std::tuple<std::type_index&&>&&, std::tuple<>&&) [810]
[659]    0.0    0.00    0.00       6         std::tuple<std::type_index&&>&& std::forward<std::tuple<std::type_index&&> >(std::remove_reference<std::tuple<std::type_index&&> >::type&) [659]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Destroy<ape::Sprite*, ape::Sprite>(ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite>&) [661]
[660]    0.0    0.00    0.00       6         void std::_Destroy<ape::Sprite*>(ape::Sprite*, ape::Sprite*) [660]
                0.00    0.00       6/6           void std::_Destroy_aux<true>::__destroy<ape::Sprite*>(ape::Sprite*, ape::Sprite*) [651]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<ape::Sprite, std::allocator<ape::Sprite> >::~vector() [1461]
                0.00    0.00       5/6           void std::vector<ape::Sprite, std::allocator<ape::Sprite> >::_M_emplace_back_aux<ape::Sprite const&>(ape::Sprite const&) [687]
[661]    0.0    0.00    0.00       6         void std::_Destroy<ape::Sprite*, ape::Sprite>(ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite>&) [661]
                0.00    0.00       6/6           void std::_Destroy<ape::Sprite*>(ape::Sprite*, ape::Sprite*) [660]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Destroy<ape::Transform*, ape::Transform>(ape::Transform*, ape::Transform*, std::allocator<ape::Transform>&) [663]
[662]    0.0    0.00    0.00       6         void std::_Destroy<ape::Transform*>(ape::Transform*, ape::Transform*) [662]
                0.00    0.00       6/6           void std::_Destroy_aux<true>::__destroy<ape::Transform*>(ape::Transform*, ape::Transform*) [652]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<ape::Transform, std::allocator<ape::Transform> >::~vector() [1463]
                0.00    0.00       5/6           void std::vector<ape::Transform, std::allocator<ape::Transform> >::_M_emplace_back_aux<ape::Transform const&>(ape::Transform const&) [688]
[663]    0.0    0.00    0.00       6         void std::_Destroy<ape::Transform*, ape::Transform>(ape::Transform*, ape::Transform*, std::allocator<ape::Transform>&) [663]
                0.00    0.00       6/6           void std::_Destroy<ape::Transform*>(ape::Transform*, ape::Transform*) [662]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<ape::World::EntityData> >::deallocate(std::allocator<ape::World::EntityData>&, ape::World::EntityData*, unsigned long) [679]
[664]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<ape::World::EntityData>::deallocate(ape::World::EntityData*, unsigned long) [664]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<ape::World::EntityData> >::allocate(std::allocator<ape::World::EntityData>&, unsigned long) [680]
[665]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<ape::World::EntityData>::allocate(unsigned long, void const*) [665]
                0.00    0.00       5/15          __gnu_cxx::new_allocator<ape::World::EntityData>::max_size() const [504]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<ape::Sprite> >::deallocate(std::allocator<ape::Sprite>&, ape::Sprite*, unsigned long) [681]
[666]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<ape::Sprite>::deallocate(ape::Sprite*, unsigned long) [666]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<ape::Sprite> >::allocate(std::allocator<ape::Sprite>&, unsigned long) [682]
[667]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<ape::Sprite>::allocate(unsigned long, void const*) [667]
                0.00    0.00       5/15          __gnu_cxx::new_allocator<ape::Sprite>::max_size() const [505]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<ape::Transform> >::deallocate(std::allocator<ape::Transform>&, ape::Transform*, unsigned long) [683]
[668]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<ape::Transform>::deallocate(ape::Transform*, unsigned long) [668]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<ape::Transform> >::allocate(std::allocator<ape::Transform>&, unsigned long) [684]
[669]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<ape::Transform>::allocate(unsigned long, void const*) [669]
                0.00    0.00       5/15          __gnu_cxx::new_allocator<ape::Transform>::max_size() const [506]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_M_emplace_back_aux<ape::World::EntityData>(ape::World::EntityData&&) [101]
[670]    0.0    0.00    0.00       5         std::vector<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_M_check_len(unsigned long, char const*) const [670]
                0.00    0.00      20/35          std::vector<ape::World::EntityData, std::allocator<ape::World::EntityData> >::size() const [384]
                0.00    0.00      10/10          std::vector<ape::World::EntityData, std::allocator<ape::World::EntityData> >::max_size() const [581]
                0.00    0.00       5/59          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [342]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<ape::Sprite, std::allocator<ape::Sprite> >::_M_emplace_back_aux<ape::Sprite const&>(ape::Sprite const&) [687]
[671]    0.0    0.00    0.00       5         std::vector<ape::Sprite, std::allocator<ape::Sprite> >::_M_check_len(unsigned long, char const*) const [671]
                0.00    0.00      20/35          std::vector<ape::Sprite, std::allocator<ape::Sprite> >::size() const [385]
                0.00    0.00      10/10          std::vector<ape::Sprite, std::allocator<ape::Sprite> >::max_size() const [582]
                0.00    0.00       5/59          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [342]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<ape::Transform, std::allocator<ape::Transform> >::_M_emplace_back_aux<ape::Transform const&>(ape::Transform const&) [688]
[672]    0.0    0.00    0.00       5         std::vector<ape::Transform, std::allocator<ape::Transform> >::_M_check_len(unsigned long, char const*) const [672]
                0.00    0.00      20/35          std::vector<ape::Transform, std::allocator<ape::Transform> >::size() const [386]
                0.00    0.00      10/10          std::vector<ape::Transform, std::allocator<ape::Transform> >::max_size() const [583]
                0.00    0.00       5/59          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [342]
-----------------------------------------------
                0.00    0.00       1/5           void std::vector<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::_M_emplace_back_aux<std::function<void (ape::Vec2i)> const&>(std::function<void (ape::Vec2i)> const&) [1464]
                0.00    0.00       4/5           std::vector<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::_M_check_len(unsigned long, char const*) const [1333]
[673]    0.0    0.00    0.00       5         std::vector<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::size() const [673]
-----------------------------------------------
                0.00    0.00       1/5           void std::vector<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_M_emplace_back_aux<std::function<void (int)> const&>(std::function<void (int)> const&) [1468]
                0.00    0.00       4/5           std::vector<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_M_check_len(unsigned long, char const*) const [1334]
[674]    0.0    0.00    0.00       5         std::vector<std::function<void (int)>, std::allocator<std::function<void (int)> > >::size() const [674]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_M_emplace_back_aux<ape::World::EntityData>(ape::World::EntityData&&) [101]
[675]    0.0    0.00    0.00       5         std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_M_allocate(unsigned long) [675]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<ape::World::EntityData> >::allocate(std::allocator<ape::World::EntityData>&, unsigned long) [680]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<ape::Sprite, std::allocator<ape::Sprite> >::_M_emplace_back_aux<ape::Sprite const&>(ape::Sprite const&) [687]
[676]    0.0    0.00    0.00       5         std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_M_allocate(unsigned long) [676]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<ape::Sprite> >::allocate(std::allocator<ape::Sprite>&, unsigned long) [682]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<ape::Transform, std::allocator<ape::Transform> >::_M_emplace_back_aux<ape::Transform const&>(ape::Transform const&) [688]
[677]    0.0    0.00    0.00       5         std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_M_allocate(unsigned long) [677]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<ape::Transform> >::allocate(std::allocator<ape::Transform>&, unsigned long) [684]
-----------------------------------------------
                0.00    0.00       2/5           std::function<void (ape::Vec2i)>::function(std::function<void (ape::Vec2i)> const&) [936]
                0.00    0.00       3/5           std::_Function_base::~_Function_base() [517]
[678]    0.0    0.00    0.00       5         std::_Function_base::_Base_manager<ape::Graphics::Graphics(ape::World&)::{lambda(ape::Vec2i)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<ape::Graphics::Graphics(ape::World&)::{lambda(ape::Vec2i)#1}> const&, std::_Manager_operation) [678]
                0.00    0.00       3/3           std::_Function_base::_Base_manager<ape::Graphics::Graphics(ape::World&)::{lambda(ape::Vec2i)#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [780]
                0.00    0.00       2/2           std::_Function_base::_Base_manager<ape::Graphics::Graphics(ape::World&)::{lambda(ape::Vec2i)#1}>::_M_clone(std::_Any_data&, std::_Function_base::_Base_manager<ape::Graphics::Graphics(ape::World&)::{lambda(ape::Vec2i)#1}> const&, std::integral_constant<bool, true>) [889]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_M_deallocate(ape::World::EntityData*, unsigned long) [653]
[679]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<ape::World::EntityData> >::deallocate(std::allocator<ape::World::EntityData>&, ape::World::EntityData*, unsigned long) [679]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<ape::World::EntityData>::deallocate(ape::World::EntityData*, unsigned long) [664]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_M_allocate(unsigned long) [675]
[680]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<ape::World::EntityData> >::allocate(std::allocator<ape::World::EntityData>&, unsigned long) [680]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<ape::World::EntityData>::allocate(unsigned long, void const*) [665]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_M_deallocate(ape::Sprite*, unsigned long) [654]
[681]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<ape::Sprite> >::deallocate(std::allocator<ape::Sprite>&, ape::Sprite*, unsigned long) [681]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<ape::Sprite>::deallocate(ape::Sprite*, unsigned long) [666]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_M_allocate(unsigned long) [676]
[682]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<ape::Sprite> >::allocate(std::allocator<ape::Sprite>&, unsigned long) [682]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<ape::Sprite>::allocate(unsigned long, void const*) [667]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_M_deallocate(ape::Transform*, unsigned long) [655]
[683]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<ape::Transform> >::deallocate(std::allocator<ape::Transform>&, ape::Transform*, unsigned long) [683]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<ape::Transform>::deallocate(ape::Transform*, unsigned long) [668]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_M_allocate(unsigned long) [677]
[684]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<ape::Transform> >::allocate(std::allocator<ape::Transform>&, unsigned long) [684]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<ape::Transform>::allocate(unsigned long, void const*) [669]
-----------------------------------------------
                0.00    0.00       5/5           ape::Sprite* std::uninitialized_copy<std::move_iterator<ape::Sprite*>, ape::Sprite*>(std::move_iterator<ape::Sprite*>, std::move_iterator<ape::Sprite*>, ape::Sprite*) [689]
[685]    0.0    0.00    0.00       5         ape::Sprite* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ape::Sprite*>, ape::Sprite*>(std::move_iterator<ape::Sprite*>, std::move_iterator<ape::Sprite*>, ape::Sprite*) [685]
                0.00    0.00      20/20          bool std::operator!=<ape::Sprite*>(std::move_iterator<ape::Sprite*> const&, std::move_iterator<ape::Sprite*> const&) [489]
                0.00    0.00      15/15          std::move_iterator<ape::Sprite*>::operator*() const [508]
                0.00    0.00      15/15          ape::Sprite* std::__addressof<ape::Sprite>(ape::Sprite&) [523]
                0.00    0.00      15/15          void std::_Construct<ape::Sprite, ape::Sprite>(ape::Sprite*, ape::Sprite&&) [521]
                0.00    0.00      15/15          std::move_iterator<ape::Sprite*>::operator++() [514]
-----------------------------------------------
                0.00    0.00       5/5           ape::Transform* std::uninitialized_copy<std::move_iterator<ape::Transform*>, ape::Transform*>(std::move_iterator<ape::Transform*>, std::move_iterator<ape::Transform*>, ape::Transform*) [690]
[686]    0.0    0.00    0.00       5         ape::Transform* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ape::Transform*>, ape::Transform*>(std::move_iterator<ape::Transform*>, std::move_iterator<ape::Transform*>, ape::Transform*) [686]
                0.00    0.00      20/20          bool std::operator!=<ape::Transform*>(std::move_iterator<ape::Transform*> const&, std::move_iterator<ape::Transform*> const&) [490]
                0.00    0.00      15/15          std::move_iterator<ape::Transform*>::operator*() const [509]
                0.00    0.00      15/15          void std::_Construct<ape::Transform, ape::Transform>(ape::Transform*, ape::Transform&&) [522]
                0.00    0.00      15/15          ape::Transform* std::__addressof<ape::Transform>(ape::Transform&) [524]
                0.00    0.00      15/15          std::move_iterator<ape::Transform*>::operator++() [515]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<ape::Sprite, std::allocator<ape::Sprite> >::push_back(ape::Sprite const&) [601]
[687]    0.0    0.00    0.00       5         void std::vector<ape::Sprite, std::allocator<ape::Sprite> >::_M_emplace_back_aux<ape::Sprite const&>(ape::Sprite const&) [687]
                0.00    0.00      10/11          std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_M_get_Tp_allocator() [550]
                0.00    0.00       5/5           std::vector<ape::Sprite, std::allocator<ape::Sprite> >::_M_check_len(unsigned long, char const*) const [671]
                0.00    0.00       5/5           std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_M_allocate(unsigned long) [676]
                0.00    0.00       5/25          ape::Sprite const& std::forward<ape::Sprite const&>(std::remove_reference<ape::Sprite const&>::type&) [423]
                0.00    0.00       5/35          std::vector<ape::Sprite, std::allocator<ape::Sprite> >::size() const [385]
                0.00    0.00       5/10          void std::allocator_traits<std::allocator<ape::Sprite> >::construct<ape::Sprite, ape::Sprite const&>(std::allocator<ape::Sprite>&, ape::Sprite*, ape::Sprite const&) [597]
                0.00    0.00       5/5           ape::Sprite* std::__uninitialized_move_if_noexcept_a<ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite> >(ape::Sprite*, ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite>&) [693]
                0.00    0.00       5/6           void std::_Destroy<ape::Sprite*, ape::Sprite>(ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite>&) [661]
                0.00    0.00       5/6           std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_M_deallocate(ape::Sprite*, unsigned long) [654]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<ape::Transform, std::allocator<ape::Transform> >::push_back(ape::Transform const&) [603]
[688]    0.0    0.00    0.00       5         void std::vector<ape::Transform, std::allocator<ape::Transform> >::_M_emplace_back_aux<ape::Transform const&>(ape::Transform const&) [688]
                0.00    0.00      10/11          std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_M_get_Tp_allocator() [551]
                0.00    0.00       5/5           std::vector<ape::Transform, std::allocator<ape::Transform> >::_M_check_len(unsigned long, char const*) const [672]
                0.00    0.00       5/5           std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_M_allocate(unsigned long) [677]
                0.00    0.00       5/25          ape::Transform const& std::forward<ape::Transform const&>(std::remove_reference<ape::Transform const&>::type&) [424]
                0.00    0.00       5/35          std::vector<ape::Transform, std::allocator<ape::Transform> >::size() const [386]
                0.00    0.00       5/10          void std::allocator_traits<std::allocator<ape::Transform> >::construct<ape::Transform, ape::Transform const&>(std::allocator<ape::Transform>&, ape::Transform*, ape::Transform const&) [599]
                0.00    0.00       5/5           ape::Transform* std::__uninitialized_move_if_noexcept_a<ape::Transform*, ape::Transform*, std::allocator<ape::Transform> >(ape::Transform*, ape::Transform*, ape::Transform*, std::allocator<ape::Transform>&) [694]
                0.00    0.00       5/6           void std::_Destroy<ape::Transform*, ape::Transform>(ape::Transform*, ape::Transform*, std::allocator<ape::Transform>&) [663]
                0.00    0.00       5/6           std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_M_deallocate(ape::Transform*, unsigned long) [655]
-----------------------------------------------
                0.00    0.00       5/5           ape::Sprite* std::__uninitialized_copy_a<std::move_iterator<ape::Sprite*>, ape::Sprite*, ape::Sprite>(std::move_iterator<ape::Sprite*>, std::move_iterator<ape::Sprite*>, ape::Sprite*, std::allocator<ape::Sprite>&) [691]
[689]    0.0    0.00    0.00       5         ape::Sprite* std::uninitialized_copy<std::move_iterator<ape::Sprite*>, ape::Sprite*>(std::move_iterator<ape::Sprite*>, std::move_iterator<ape::Sprite*>, ape::Sprite*) [689]
                0.00    0.00       5/5           ape::Sprite* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ape::Sprite*>, ape::Sprite*>(std::move_iterator<ape::Sprite*>, std::move_iterator<ape::Sprite*>, ape::Sprite*) [685]
-----------------------------------------------
                0.00    0.00       5/5           ape::Transform* std::__uninitialized_copy_a<std::move_iterator<ape::Transform*>, ape::Transform*, ape::Transform>(std::move_iterator<ape::Transform*>, std::move_iterator<ape::Transform*>, ape::Transform*, std::allocator<ape::Transform>&) [692]
[690]    0.0    0.00    0.00       5         ape::Transform* std::uninitialized_copy<std::move_iterator<ape::Transform*>, ape::Transform*>(std::move_iterator<ape::Transform*>, std::move_iterator<ape::Transform*>, ape::Transform*) [690]
                0.00    0.00       5/5           ape::Transform* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ape::Transform*>, ape::Transform*>(std::move_iterator<ape::Transform*>, std::move_iterator<ape::Transform*>, ape::Transform*) [686]
-----------------------------------------------
                0.00    0.00       5/5           ape::Sprite* std::__uninitialized_move_if_noexcept_a<ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite> >(ape::Sprite*, ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite>&) [693]
[691]    0.0    0.00    0.00       5         ape::Sprite* std::__uninitialized_copy_a<std::move_iterator<ape::Sprite*>, ape::Sprite*, ape::Sprite>(std::move_iterator<ape::Sprite*>, std::move_iterator<ape::Sprite*>, ape::Sprite*, std::allocator<ape::Sprite>&) [691]
                0.00    0.00       5/5           ape::Sprite* std::uninitialized_copy<std::move_iterator<ape::Sprite*>, ape::Sprite*>(std::move_iterator<ape::Sprite*>, std::move_iterator<ape::Sprite*>, ape::Sprite*) [689]
-----------------------------------------------
                0.00    0.00       5/5           ape::Transform* std::__uninitialized_move_if_noexcept_a<ape::Transform*, ape::Transform*, std::allocator<ape::Transform> >(ape::Transform*, ape::Transform*, ape::Transform*, std::allocator<ape::Transform>&) [694]
[692]    0.0    0.00    0.00       5         ape::Transform* std::__uninitialized_copy_a<std::move_iterator<ape::Transform*>, ape::Transform*, ape::Transform>(std::move_iterator<ape::Transform*>, std::move_iterator<ape::Transform*>, ape::Transform*, std::allocator<ape::Transform>&) [692]
                0.00    0.00       5/5           ape::Transform* std::uninitialized_copy<std::move_iterator<ape::Transform*>, ape::Transform*>(std::move_iterator<ape::Transform*>, std::move_iterator<ape::Transform*>, ape::Transform*) [690]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<ape::Sprite, std::allocator<ape::Sprite> >::_M_emplace_back_aux<ape::Sprite const&>(ape::Sprite const&) [687]
[693]    0.0    0.00    0.00       5         ape::Sprite* std::__uninitialized_move_if_noexcept_a<ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite> >(ape::Sprite*, ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite>&) [693]
                0.00    0.00      10/10          std::move_iterator<ape::Sprite*> std::__make_move_if_noexcept_iterator<ape::Sprite, std::move_iterator<ape::Sprite*> >(ape::Sprite*) [613]
                0.00    0.00       5/5           ape::Sprite* std::__uninitialized_copy_a<std::move_iterator<ape::Sprite*>, ape::Sprite*, ape::Sprite>(std::move_iterator<ape::Sprite*>, std::move_iterator<ape::Sprite*>, ape::Sprite*, std::allocator<ape::Sprite>&) [691]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<ape::Transform, std::allocator<ape::Transform> >::_M_emplace_back_aux<ape::Transform const&>(ape::Transform const&) [688]
[694]    0.0    0.00    0.00       5         ape::Transform* std::__uninitialized_move_if_noexcept_a<ape::Transform*, ape::Transform*, std::allocator<ape::Transform> >(ape::Transform*, ape::Transform*, ape::Transform*, std::allocator<ape::Transform>&) [694]
                0.00    0.00      10/10          std::move_iterator<ape::Transform*> std::__make_move_if_noexcept_iterator<ape::Transform, std::move_iterator<ape::Transform*> >(ape::Transform*) [614]
                0.00    0.00       5/5           ape::Transform* std::__uninitialized_copy_a<std::move_iterator<ape::Transform*>, ape::Transform*, ape::Transform>(std::move_iterator<ape::Transform*>, std::move_iterator<ape::Transform*>, ape::Transform*, std::allocator<ape::Transform>&) [692]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<unsigned int*> >::deallocate(std::allocator<unsigned int*>&, unsigned int**, unsigned long) [734]
[695]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<unsigned int*>::deallocate(unsigned int**, unsigned long) [695]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<unsigned int*> >::allocate(std::allocator<unsigned int*>&, unsigned long) [735]
[696]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<unsigned int*>::allocate(unsigned long, void const*) [696]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<unsigned int*>::max_size() const [704]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::pair<std::type_index const, int> >::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> > const&) [711]
[697]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::pair<std::type_index const, int> >::new_allocator() [697]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::pair<std::type_index const, int> >::~allocator() [73]
[698]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::pair<std::type_index const, int> >::~new_allocator() [698]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> > const&) [712]
[699]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >::new_allocator() [699]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >::~allocator() [713]
[700]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >::~new_allocator() [700]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [736]
[701]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [701]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long) [737]
[702]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [702]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<unsigned int>::max_size() const [705]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<unsigned int>::~allocator() [714]
[703]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [703]
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::new_allocator<unsigned int*>::allocate(unsigned long, void const*) [696]
[704]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<unsigned int*>::max_size() const [704]
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [702]
[705]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<unsigned int>::max_size() const [705]
-----------------------------------------------
                0.00    0.00       4/4           bool __gnu_cxx::operator!=<std::function<void (ape::Vec2i)>*, std::vector<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > > >(__gnu_cxx::__normal_iterator<std::function<void (ape::Vec2i)>*, std::vector<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > > > const&, __gnu_cxx::__normal_iterator<std::function<void (ape::Vec2i)>*, std::vector<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > > > const&) [824]
[706]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<std::function<void (ape::Vec2i)>*, std::vector<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > > >::base() const [706]
-----------------------------------------------
