Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/4           std::_Hashtable<std::type_index, std::pair<std::type_index const, int>, std::allocator<std::pair<std::type_index const, int> >, std::__detail::_Select1st, std::equal_to<std::type_index>, std::hash<std::type_index>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<std::type_index const, int>, false>*) [122]
                0.00    0.00       1/4           std::_Hashtable<std::type_index, std::pair<std::type_index const, int>, std::allocator<std::pair<std::type_index const, int> >, std::__detail::_Select1st, std::equal_to<std::type_index>, std::hash<std::type_index>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [121]
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<std::type_index const, int>, false>*) [85]
[707]    0.0    0.00    0.00       4         std::__detail::_Hash_node<std::pair<std::type_index const, int>, false>::_M_next() const [707]
-----------------------------------------------
                0.00    0.00       1/4           std::_Hashtable<int, std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false>*) [144]
                0.00    0.00       1/4           std::_Hashtable<int, std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [143]
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false>*) [1494]
[708]    0.0    0.00    0.00       4         std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false>::_M_next() const [708]
-----------------------------------------------
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [927]
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> > >::_M_allocate_buckets(unsigned long) [926]
[709]    0.0    0.00    0.00       4         std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> > const&) [709]
                0.00    0.00       4/48          __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator() [347]
-----------------------------------------------
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [931]
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> > >::_M_allocate_buckets(unsigned long) [930]
[710]    0.0    0.00    0.00       4         std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> > const&) [710]
                0.00    0.00       4/48          __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator() [347]
-----------------------------------------------
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<std::type_index const, int>, false>*) [81]
                0.00    0.00       2/4           std::__detail::_Hash_node<std::pair<std::type_index const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<std::type_index&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::type_index&&>&&, std::tuple<>&&) [80]
[711]    0.0    0.00    0.00       4         std::allocator<std::pair<std::type_index const, int> >::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> > const&) [711]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::pair<std::type_index const, int> >::new_allocator() [697]
-----------------------------------------------
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false>*) [929]
                0.00    0.00       2/4           std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [928]
[712]    0.0    0.00    0.00       4         std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> > const&) [712]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >::new_allocator() [699]
-----------------------------------------------
                0.00    0.00       2/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false>*) [929]
                0.00    0.00       2/4           std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [928]
[713]    0.0    0.00    0.00       4         std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >::~allocator() [713]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >::~new_allocator() [700]
-----------------------------------------------
                0.00    0.00       4/4           std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl::~_Deque_impl() [720]
[714]    0.0    0.00    0.00       4         std::allocator<unsigned int>::~allocator() [714]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [703]
-----------------------------------------------
                0.00    0.00       4/4           std::_Tuple_impl<0ul, std::type_index&&>::_M_head(std::_Tuple_impl<0ul, std::type_index&&>&) [729]
[715]    0.0    0.00    0.00       4         std::_Head_base<0ul, std::type_index&&, false>::_M_head(std::_Head_base<0ul, std::type_index&&, false>&) [715]
-----------------------------------------------
                0.00    0.00       2/4           std::_Tuple_impl<0ul, std::type_index&&>::_Tuple_impl<std::type_index>(std::type_index&&) [870]
                0.00    0.00       2/4           std::_Tuple_impl<0ul, std::type_index&&>::_Tuple_impl(std::_Tuple_impl<0ul, std::type_index&&>&&) [869]
[716]    0.0    0.00    0.00       4         std::_Head_base<0ul, std::type_index&&, false>::_Head_base<std::type_index>(std::type_index&&) [716]
                0.00    0.00       4/10          std::type_index&& std::forward<std::type_index>(std::remove_reference<std::type_index>::type&) [616]
-----------------------------------------------
                0.00    0.00       4/4           std::_Tuple_impl<0ul, ape::BaseComponent*, std::default_delete<ape::BaseComponent> >::_M_head(std::_Tuple_impl<0ul, ape::BaseComponent*, std::default_delete<ape::BaseComponent> >&) [730]
[717]    0.0    0.00    0.00       4         std::_Head_base<0ul, ape::BaseComponent*, false>::_M_head(std::_Head_base<0ul, ape::BaseComponent*, false>&) [717]
-----------------------------------------------
                0.00    0.00       4/4           std::_Tuple_impl<1ul, std::default_delete<ape::BaseComponent> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<ape::BaseComponent> >&) [731]
[718]    0.0    0.00    0.00       4         std::_Head_base<1ul, std::default_delete<ape::BaseComponent>, true>::_M_head(std::_Head_base<1ul, std::default_delete<ape::BaseComponent>, true>&) [718]
